prompt,label
"Context: The important functions of the meniscus are shock absorption, passive stabilization and load transmission of the knee. Because of the avascularity of two-thirds of the meniscal center region, the treatment of tears in this area is hard. Recently, microRNAs have been proven to play an important role in the pathogenesis of diseases. We focused on microRNA (miR)-210, which plays a wide spectrum of roles comprising mitochondrial metabolism, angiogenesis, DNA repair and cell survival. This study aimed to investigate the effect of intra-articular injection of synthetic miR-210 on the injured meniscus in the avascular zone. The middle segments of the medial meniscus of Spraque Dawley rats were incised longitudinally with a scalpel. An intra-articular injection of double-stranded (ds) miR-210 (for control group using control dsRNA) with atelocollagen was administered immediately after injury. Four weeks and 12 weeks after the injection, we conducted a histologic evaluation, immunohistochemical evaluation and Real-time PCR analysis. In vitro, the inner meniscus and synovial cells were isolated from rat knee joint, and were transfected with ds miR-210 or control dsRNA. Real-time PCR and immunohistochemical evaluations were performed. Twenty-four hours after the injection, FAM (Fluorescein amidite) labeled miR-210 was observed in the cells around the injured site. Four weeks after the injection, the injured site of the miR-210 group was filled with repaired tissue while that of the control was not repaired. In gene expression analysis of the meniscus, the expression of miR-210, Collagen type 2 alpha 1 (Col2a1), Vascular endothelial growth factor (VEGF), and Fibroblast growth factor-2 (FGF2) in the miR-210 group was significantly higher than that in the control. At 12 weeks, the intra-articular injection of miR-210 had healed the injured site of the meniscus and had prevented articular cartilage degeneration. In vitro, miR-210 upregulated Col2a1 expression in the meniscus cells and VEGF and FGF2 expression in the synovial cells.

Question: Does intra-articular injection of synthetic microRNA-210 accelerate avascular meniscal healing in rat medial meniscal injured model?

Provide a concise medical answer:
",1
"Context: Protein arginine methyltransferase 5 (PRMT5), is thought to play a role in epigenetic reprogramming of mouse germ cells. However, up to now there has been little information concerning its expression profile and effects on generation of induced pluripotent stem cells (iPSCs) from somatic cells, in livestock. Here, we have explored PRMT5 expression profiles in dairy goats and its consequences to derivation of iPSCs from dairy goat embryonic fibroblasts (GEFs). We investigated effects of PRMT5 on iPS-like cells production in vitro. alkaline phosphatase (AP) staining, QRT-PCR and western blotting analysis of expression of related markers were used to evaluate efficiency of generation of iPSCs derived from GEFs. These showed PRMT5 to be a conservative gene widely expressed in various tissues and different-aged testes. PRMT5 overexpression in combination with OCT3/4, SOX2, KLF4 and C-MYC (POSKM) significantly increased number of AP positive iPS-like colony-derived GEFs compared to OSKM alone, in our dairy goats. Moreover, our results demonstrated that PRMT5 overexpression stimulated GEF proliferation and down-regulated p53, p21 (a target gene of p53) and the apoptotic marker caspase 3, to enhance somatic cell reprogramming.

Question: Does pRMT5 enhance generation of induced pluripotent stem cells from dairy goat embryonic fibroblasts via down-regulation of p53?

Provide a concise medical answer:
",1
"Context: Minimally invasive retroperitoneoscopic surgery (MIS) for psoas abscess (PA) in patients with thoracolumbar tuberculosis is not well-illustrated and has not reached the status of being fully clinically assessed when we review the English literatures. The aim of this study is to introduce and investigate on efficacy and feasibility of MIS (retroperitoneoscopic technique) for PA in patients with thoracolumbar tuberculosis. From January 2008 to 2013, 39 consecutive patients of the diagnosis of PA with thoracolumbar tuberculosis received the debridement of abscesses and cavity walls of abscesses by the retroperitoneoscopic technique (MIS) in combination with anti-tuberculosis chemotherapy. Medical records and follow-up data were retrospectively studied. CRP and ESR of every patient preoperatively and postoperatively were analyzed Immediate relief in clinical symptoms and signs, and amelioration in imaging and laboratory examinations were obviously observed in all the patients. The follow-up had proceeded for 12-48 (mean 23) months. No complication was observed during the follow-up postoperatively.

Question: Do minimally invasive retroperitoneoscopic surgery for psoas abscess with thoracolumbar tuberculosis?

Provide a concise medical answer:
",1
"Context: To evaluate the thickness of cartilage at the posterior aspect of the medial and lateral condyle in Osteoarthritis (OA) knees compared to non-OA knees using computed tomography arthrography (CTA). 535 consecutive knee CTAs (mean patient age = 48.7 ± 16.0; 286 males), were retrospectively analyzed. Knees were radiographically classified into OA or non-OA knees according to a modified Kellgren/Lawrence (K/L) grading scheme. Cartilage thickness at the posterior aspect of the medial and lateral femoral condyles was measured on sagittal reformations, and compared between matched OA and non-OA knees in the whole sample population and in subgroups defined by gender and age. The cartilage of the posterior aspect of medial condyle was statistically significantly thicker in OA knees (2.43 mm (95% confidence interval (CI) = 2.36, 2.51)) compared to non-OA knees (2.13 mm (95%CI = 2.02, 2.17)) in the entire sample population (P < 0.001), as well as for all subgroups of patients over 40 years old (all P ≤ 0.01), except for females above 60 years old (P = 0.07). Increase in cartilage thickness at the posterior aspect of the medial condyle was associated with increasing K/L grade in the entire sample population, as well as for males and females separately (regression coefficient = 0.10-0.12, all P < 0.001). For the lateral condyle, there was no statistically significant association between cartilage thickness and OA (either presence of OA or K/L grade).

Question: Is cartilage thickness at the posterior medial femoral condyle increased in femorotibial knee osteoarthritis : a cross-sectional CT arthrography study ( Part 2 )?

Provide a concise medical answer:
",0
"Context: To investigate the specific role of Frizzled-related protein (FRZB) and Secreted frizzled-related protein 1 (SFRP1) in the onset and progression of Osteoarthritis (OA) using Frzb(-/-) and Sfrp1(-/-) mice in the destabilization of medial meniscus model (DMM), a slowly progressing model of OA. Secreted frizzled-related proteins (SFRPs) were identified as secreted Wingless-type (Wnt) antagonists. The Wnt signaling cascade is a major regulator in cartilage development, homeostasis and degeneration. The DMM model was surgically induced in eight-week-old male C57/Bl6 Frzb(-/-), Sfrp1(-/-) or wild-type mice by transection of the medial meniscotibial ligament. Cartilage damage in the femoral and tibial articular surfaces was calculated following the Osteoarthritis Research Society International (OARSI) histopathology initiative guidelines. Histomorphometry was used to evaluate the subchondral bone plate thickness. OA severity scores were significantly higher in the tibia of Frzb(-/-) mice as compared to littermates, whereas no interaction was seen between genotype and intervention in Sfrp1(-/-) mice. Moreover, the DMM model resulted in significantly greater subchondral bone changes compared to sham but was not different between Frzb(-/-) mice and littermates. In contrast, the subchondral bone properties in Sfrp1(-/-) mice were significantly different from littermates.

Question: Does loss of Frzb and Sfrp1 differentially affect joint homeostasis in instability-induced osteoarthritis?

Provide a concise medical answer:
",0
"Context: Recently, pluripotency of induced pluripotent stem (iPS) cells has been displayed after producing adult mice, in tetraploid complementation assays. These studies lead us to the last piece of the puzzle for reprogramming somatic cells into fully pluripotent cells which function as embryonic stem cells in most applications. However, in all of previous studies, skin fibroblasts were used as the starting population for reprogramming, raising questions as to whether the pluripotency of the iPS cells was dependent on the particular starting cell type. Our iPS cell lines were prepared from murine adipose stem cells (ASCs). Their multi-potency was first tested by teratoma formation in nude mice. Then, tetraploid complementation was performed to generate progeny from them. We succeeded to the birth of viable and fertile adult mice derived entirely from reprogrammed ASC, indicating cell types other than fibroblasts can also be restored to the embryonic level of pluripotency.

Question: Does tetraploid complementation prove pluripotency of induced pluripotent stem cells derived from adipose tissue?

Provide a concise medical answer:
",1
"Context: Several reports have indicated the benefits of the acute care surgery (ACS) model in surgical outcomes. We tried to delineate the impact of the ACS model on surgical efficiency and quality. Before the ACS model was implemented, abdominal surgical emergencies were evaluated by an on-call nontrauma general surgeon (pre-ACS model). An in-house trauma surgeon treated all patients with trauma or nontrauma abdominal surgical emergencies after the ACS model. Patients with acute appendicitis who underwent appendectomies were included. We conducted a pre- and poststudy to compare the time patients were in the emergency department and surgical qualities. There were 146 and 159 patients enrolled in the pre-ACS model and ACS model, respectively. The overall ED length of stay in the ACS model was significantly shorter than that in the pre-ACS model (300.3 ± 61.7 vs 719.1 ± 339.0 minutes, P < .001). Hospital LOS was also significantly shorter in the ACS model than in the pre-ACS model (2.44 ± 1.39 vs 3.83 ± 2.21 days, P = .022).

Question: Does implementation of the acute care surgery model provide benefits in the surgical treatment of the acute appendicitis?

Provide a concise medical answer:
",1
"Context: Most hepatocellular carcinomas (HCCs) are associated with cirrhosis. Portal hypertension (PHT) and esophageal variceal bleeding (EVB) can limit the patient's treatment options. Surgical therapy in such patients is challenging. We performed devascularization plus liver resection or radiofrequency ablation (RFA) to treat HCC patients with concomitant EVB resulting from PHT secondary to cirrhosis. Such combined operations have never been reported for the management of HCC patients with variceal esophageal bleeding. To evaluate two different treatment regimens for patients with HCC and EVB. We evaluated 35 BCLC stage 0/A patients with HCC and EVB who underwent either devascularization plus liver resection (Group A) or devascularization plus RFA (Group B). We reviewed the safety and outcomes of the two groups and assessed risk factors for patient survival and tumor recurrence. Significant factors for overall survival were surgical approach and Child-Pugh classification. Child-Pugh classification was the only independent risk factor for overall postoperative survival [hazard ratio (HR) 8.320, 95 % confidence interval (CI) 1.739-39.799, P = 0.008]. Age was the only independent risk factor for tumor recurrence (HR 4.025, 95 % CI 1.343-12.062, P = 0.013).

Question: Is radiofrequency ablation plus devascularization the preferred treatment of hepatocellular carcinoma with esophageal varices?

Provide a concise medical answer:
",1
"Context: Assessment of the activity of thioridazine towards Mycobacterium tuberculosis (Mtb), in vitro and in vivo as a single drug and in combination with tuberculosis (TB) drugs. The in vitro activity of thioridazine as single drug or in combination with TB drugs was assessed in terms of MIC and by use of the time-kill kinetics assay. Various Mtb strains among which the Beijing genotype strain BE-1585 were included. In vivo, mice with TB induced by BE-1585 were treated with a TB drug regimen with thioridazine during 13 weeks. Therapeutic efficacy was assessed by the change in mycobacterial load in the lung, spleen and liver during treatment and 13 weeks post-treatment. In vitro, thioridazine showed a concentration-dependent and time-dependent bactericidal activity towards both actively-replicating and slowly-replicating Mtb. Thioridazine at high concentrations could enhance the activity of isoniazid and rifampicin, and in case of isoniazid resulted in elimination of mycobacteria and prevention of isoniazid-resistant mutants. Thioridazine had no added value in combination with moxifloxacin or amikacin. In mice with TB, thioridazine was poorly tolerated, limiting the maximum tolerated dose (MTD). The addition of thioridazine at the MTD to an isoniazid-rifampicin-pyrazinamide regimen for 13 weeks did not result in enhanced therapeutic efficacy.

Question: Is enhancement of in vitro activity of tuberculosis drugs by addition of thioridazine reflected by improved in vivo therapeutic efficacy?

Provide a concise medical answer:
",0
"Context: The prevalence of obesity in children is high, and many do not meet physical activity recommendations. The Safe Routes to School (SRTS) program encourages school-aged children to walk and bike to school. We assessed the condition of the walking/biking environment around schools in Louisiana prior to the state's first SRTS program. Assessments were made at the neighborhood level with the Pedestrian Environmental Data Scan (PEDS) instrument, and at the school and individual levels using the National SRTS Center's teacher tallies and parent surveys. PEDS scores were developed to rate conduciveness to walking/bicycling of proposed SRTS routes. Sites' scores were compared with the percentage of students who walk/bike to school. Five schools in Louisiana were evaluated. Overall, more students walked (range: 2.4-17.4%) than biked (range: 0.3-4.5%) to school with more students walking home than to school. Predictors of walking/biking to school include distance from school, speed of traffic, school encouragement, and if a student asked permission. Sites with the highest PEDS score had the highest percentage of students who walked/biked to school.

Question: Do youth walking and biking rates vary by environments around 5 Louisiana schools?

Provide a concise medical answer:
",1
"Context: Stroke is the third leading cause of invalidism and death in industrialized countries. There are conflicting reports about the effects of Angiotensin II on ischemia-reperfusion brain injuries and most data have come from chronic hypertensive rats. In this study, hypotensive and non-hypotensive doses of candesartan were used to investigate the effects of angiotensin II AT1 receptor blockade by transient focal cerebral ischemia in normotensive rats. In this experimental study, 48 male Sprague-Dawley rats were randomly divided into four groups (n=12). Sham group, the control ischemic group, and two ischemic groups received candesartan at doses of 0.1 or 0.5 mg/kg at one hour before ischemia. Transient focal cerebral ischemia was induced by 60 minutes occlusion of the middle cerebral artery, followed by 24 h reperfusion. The neurological deficit score was evaluated at the end of the reperfusion period. The total cortical and striatal infarct volumes were determined using triphenyltetrazolium chloride staining technique. Tissue swelling was calculated for the investigation of ischemic brain edema formation. In comparison with the control ischemic group, AT1 receptor blockade with both doses of candesartan (0.1 or 0.5 mg/kg) significantly improved neurological deficit and lowered cortical and striatal infarct sizes. In addition, pretreatment with candesartan significantly reduced ischemia induced tissue swelling.

Question: Does blockade of Central Angiotensin II AT1 Receptor protect the Brain from Ischemia/Reperfusion Injury in Normotensive Rats?

Provide a concise medical answer:
",0
"Context: Genetic haploinsufficiency of SYNGAP1/Syngap1 commonly occurs in developmental brain disorders, such as intellectual disability, epilepsy, schizophrenia, and autism spectrum disorder. Thus, studying mouse models of Syngap1 haploinsufficiency may uncover pathologic developmental processes common among distinct brain disorders. A Syngap1 haploinsufficiency model was used to explore the relationship between critical period dendritic spine abnormalities, cortical circuit assembly, and the window for genetic rescue to understand how damaging mutations disrupt key substrates of mouse brain development. Syngap1 mutations broadly disrupted a developmentally sensitive period that corresponded to the period of heightened postnatal cortical synaptogenesis. Pathogenic Syngap1 mutations caused a coordinated acceleration of dendrite elongation and spine morphogenesis and pruning of these structures in neonatal cortical pyramidal neurons. These mutations also prevented a form of developmental structural plasticity associated with experience-dependent reorganization of brain circuits. Consistent with these findings, Syngap1 mutant mice displayed an altered pattern of long-distance synaptic inputs into a cortical area important for cognition. Interestingly, the ability to genetically improve the behavioral endophenotype of Syngap1 mice decreased slowly over postnatal development and mapped onto the developmental period of coordinated dendritic insults.

Question: Does syngap1 haploinsufficiency damage a postnatal critical period of pyramidal cell structural maturation linked to cortical circuit assembly?

Provide a concise medical answer:
",0
"Context: Immunologic abnormalities have been found in bipolar disorder but pentraxin 3, a marker of innate immunity, has not been studied in this population. Levels of pentraxin 3 were measured in individuals with bipolar disorder, schizophrenia, and non-psychiatric controls. Linear regression models were used to compare the pentraxin 3 levels in each of the psychiatric groups to that in the control group, adjusting for demographic and clinical variables. Logistic regression models were used to calculate the odds ratios associated with levels of pentraxin 3 which differed from specified levels of the control group. The sample consisted of 831 individuals: 256 with bipolar disorder, 309 with schizophrenia, and 266 without a psychiatric disorder. The levels of pentraxin 3 in the bipolar disorder, but not in the schizophrenia, group were significantly lower than those of controls, adjusting for age, gender, race, maternal education, smoking status, and body mass index (t = -3.78, p < 0.001). The individuals with bipolar disorder also had significantly increased odds of having low levels of pentraxin 3 relative to both the 10th and 25th percentile level of the controls and significantly decreased odds of having a level greater than the 75th and the 90th percentile level of the controls, adjusting for the same covariates.

Question: Is pentraxin 3 reduced in bipolar disorder?

Provide a concise medical answer:
",1
"Context: Convulsions associated with fever and acute onset of unknown aetiology with case fatalities have become a long observed medical condition at the Child Health Department of the Korle-Bu Teaching Hospital. Children admitted to the department with seizures of undetermined origin and fever has been a source of diagnostic confusion. Studies from the Asia Pacific region suggest a link with non-polio enteroviruses. The aim of the study was to investigate the association between non-polio enterovirus and acute encephalopathy causing neurological morbidity in children. One hundred and fifty cerebrospinal fluid (CSF), throat swab and serum samples were collected from participants at the Child Health Department of the Korle-Bu Teaching Hospital for virus isolation and characterization. Samples were cultured on cells and positive culture assayed by microneutralisation. Direct PCR as well as multiplex PCR were used to detect other viral agents present. Enterovirus isolation rate was approximately 0.67%. Intratypic differentiation by molecular characterization identified a poliovirus from vaccine origin. Further screening by real-time RT-PCR identified the virus as normal Sabin and not vaccine-derive poliovirus. No arbovirus was however detected.

Question: Are human enteroviruses the cause of neurological impairments in children at the Korle-Bu Teaching Hospital?

Provide a concise medical answer:
",1
"Context: Ex vivo heart perfusion (EVHP) provides the opportunity to resuscitate unused donor organs and facilitates assessments of myocardial function that are required to demonstrate organ viability before transplantation. We sought to evaluate the effect of different oxygen carriers on the preservation of myocardial function during EVHP. Twenty-seven pig hearts were perfused ex vivo in a normothermic beating state for 6 hours and transitioned into working mode for assessments after 1 (T1), 3 (T3), and 5 (T5) hours. Hearts were allocated to 4 groups according to the perfusate composition. Red blood cell concentrate (RBC, n = 6), whole blood (RBC+Plasma, n = 6), an acellular hemoglobin-based oxygen carrier (HBOC, n = 8), or HBOC plus plasma (HBOC+Plasma, n = 7) were added to STEEN Solution (XVIVO Perfusion, Goteborg, Sweden) to achieve a perfusate hemoglobin concentration of 40 g/liter. The perfusate composition affected the preservation of systolic (T5 dP/dtmax: RBC+Plasma = 903 ± 99, RBC = 771 ± 77, HBOC+Plasma = 691 ± 82, HBOC = 563 ± 52 mm Hg/sec; p = 0.047) and diastolic (T5 dP/dtmin: RBC+Plasma = -574 ± 48, RBC = -492 ± 63, HBOC+Plasma = -326 ± 32, HBOC = -268 ± 22 mm Hg/sec; p < 0.001) function, and the development of myocardial edema (weight gain: RBC+Plasma = 6.6 ± 0.9, RBC = 6.6 ± 1.2, HBOC+Plasma = 9.8 ± 1.7, HBOC = 16.3 ± 1.9 g/hour; p < 0.001) during EVHP. RBC+Plasma hearts exhibited less histologic evidence of myocyte damage (injury score: RBC+Plasma = 0.0 ± 0.0, RBC = 0.8 ± 0.3, HBOC+Plasma = 2.6 ± 0.2, HBOC = 1.75 ± 0.4; p < 0.001) and less troponin-I release (troponin-I fold-change T1-T5: RBC+Plasma = 7.0 ± 1.7, RBC = 13.1 ± 1.6, HBOC+Plasma = 20.5 ± 1.1, HBOC = 16.7 ± 5.8; p < 0.001). Oxidative stress was minimized by the addition of plasma to RBC and HBOC hearts (oxidized phosphatidylcholine compound fold-change T1-T5: RBC+Plasma = 1.83 ± 0.20 vs RBC = 2.31 ± 0.20, p < 0.001; HBOC+Plasma = 1.23 ± 0.17 vs HBOC = 2.80 ± 0.28, p < 0.001).

Question: Does a whole blood-based perfusate provide superior preservation of myocardial function during ex vivo heart perfusion?

Provide a concise medical answer:
",0
"Context: Immune monitoring (IM) has not been shown to be associated with cardiac allograft vasculopathy (CAV). Maximal intimal area, average percent stenosis, plaque volume, and maximal intimal thickness (MIT) were measured for matched baseline and one-yr IVUS segments in a blinded fashion. Patients were divided into quartiles by IM scores and outcomes compared. Optimal IM cutoff was determined. IM assays were measured at 63.7 ± 16.4 d after transplantation in fifty patients. Progression of maximal intimal area (p = 0.005), average percent stenosis (p < 0.001), plaque volume (p = 0.005), and MIT (p = 0.001) were increased across the quartiles. An optimal IM assay cutoff of 406.0 ng ATP/mL demonstrated a sensitivity of 66.7% and specificity of 94.3% for predicting rapid progression of MIT ≥ 0.5 mm. Mean IM scores for Group 1 vs. Group 2 were 176.4 ± 102.2 and 616.3 ± 239.5 ngATP/mL, respectively. Rapid progression of MIT ≥ 0.5 mm occurred in 5/38 patients (13.2%) in Group 1 vs. 10/12 patients (83.3%) in Group 2 (p < 0.001). The risk ratio for rapid progression with elevated IM was 11.7 (p < 0.001).

Question: Is elevated immune monitoring early after cardiac transplantation associated with increased plaque progression by intravascular ultrasound?

Provide a concise medical answer:
",1
"Context: Poultry remains a major source of foodborne bacterial infections. A variety of additives with presumed anti-microbial and/or growth-promoting effects are commonly added to poultry feed during commercial grow-out, yet the effects of these additives on the gastrointestinal microbial community (the GI microbiome) as the bird matures remain largely unknown. Here we compared temporal changes in the cecal microbiome to the effects of formic acid, propionic acid, and medium-chain fatty acids (MCFA) added to feed and/or drinking water. Cecal bacterial communities at day of hatch (n = 5 birds), 7d (n = 32), 21d (n = 27), and 42d (n = 36) post-hatch were surveyed using direct 454 sequencing of 16S rRNA gene amplicons from each bird in combination with cultivation-based recovery of a Salmonella Typhimurium marker strain and quantitative-PCR targeting Clostridium perfringens. Treatment effects on specific pathogens were generally non-significant. S. Typhimurium introduced by oral gavage at day of hatch was recovered by cultivation from nearly all birds sampled across treatments at 7d and 21d, but by 42d, S. Typhimurium was only recovered from ca. 25% of birds, regardless of treatment. Sequencing data also revealed non-significant treatment effects on genera containing known pathogens and on the cecal microbiome as a whole. In contrast, temporal changes in the cecal microbiome were dramatic, highly significant, and consistent across treatments. At 7d, the cecal community was dominated by three genera (Flavonifractor, Pseudoflavonifractor, and a Lachnospiracea sequence type) that accounted for more than half of sequences. By 21d post-hatch, a single genus (Faecalibacterium) accounted for 23-55% of sequences, and the number of Clostridium 16S rRNA gene copies detected by quantitative-PCR reached a maximum.

Question: Are successional changes in the chicken cecal microbiome during 42 days of growth independent of organic acid feed additives?

Provide a concise medical answer:
",1
"Context: Palmitate, a saturated fatty acid (FA), is known to induce toxicity and cell death in various types of cells. Resveratrol (RSV) is able to prevent pathogenesis and/or decelerate the progression of a variety of diseases. Several in vitro and in vivo studies have also shown a protective effect of RSV on fat accumulation induced by FAs. Additionally, endoplasmic reticulum (ER) stress has recently been linked to cellular adipogenic responses. To address the hypothesis that the RSV effect on excessive fat accumulation promoted by elevated saturated FAs could be partially mediated by a reduction of ER stress, we studied the RSV action on experimentally induced ER stress using palmitate in several cancer cell lines. We show that, unexpectedly, RSV promotes an amplification of palmitate toxicity and cell death and that this mechanism is likely due to a perturbation of palmitate accumulation in the triglyceride form and to a less important membrane fluidity variation. Additionally, RSV decreases radical oxygen species (ROS) generation in palmitate-treated cells but leads to enhanced X-box binding protein-1 (XBP1) splicing and C/EBP homologous protein (CHOP) expression. These molecular effects are induced simultaneously to caspase-3 cleavage, suggesting that RSV promotes palmitate lipoapoptosis primarily through an ER stress-dependent mechanism. Moreover, the lipotoxicity reversion induced by eicosapentaenoic acid (EPA) or by a liver X receptor (LXR) agonist reinforces the hypothesis that RSV-mediated inhibition of palmitate channeling into triglyceride pools could be a key factor in the aggravation of palmitate-induced cytotoxicity.

Question: Does resveratrol enhance palmitate-induced ER stress and apoptosis in cancer cells?

Provide a concise medical answer:
",1
"Context: In renal cell carcinoma (RCC), the prediction of metastasis via tumor prognostic markers remains a major problem. The objective of our study was to evaluate the efficacy of cyclin-dependent kinase (CDK)1 and CDK2 activity as a prognostic marker in human RCC. Surgical specimens were obtained from 125 patients with RCC without metastasis. Protein expression and kinase activity of CDKs were analyzed using a newly developed assay system named C2P (Sysmex, Kobe, Japan). We then examined the specific activities (SAs) of CDK1 and CDK2 and calculated CDK2SA-CDK1SA ratio in RCC. Also, risk score (RS) was examined. A total of 125 cases were tested, though 34 cases were excluded because of low sample quality (25 cases) and assay failure (9 cases). In total, 91 cases were analyzed. They included 68 male and 23 female patients, ranging in age from 19 to 83 years. At a median follow-up of 36 months (1-109M), tumor with low CDK2SA-CDK1SA ratio showed significantly better 5-year recurrence-free survival than those with high CDK2SA-CDK1SA ratio (88.7% vs. 54.7%, P = 0.00141). Also, RS enabled the classification of RCCs into high-risk and low-risk groups, and patients with tumors classified as low RS showed better recurrence-free survival than patients with tumors with high RS (88.7% vs. 54.7%, P = 0.0141).

Question: Is cDK1 and CDK2 activity a strong predictor of renal cell carcinoma recurrence?

Provide a concise medical answer:
",1
"Context: To compare optic nerve head (ONH) morphology between eyes with normal-tension glaucoma (NTG) and primary open-angle glaucoma (POAG). Seventy-eight NTG patients and 78 POAG patients matched according to age and axial length were analyzed. Optic nerve head tilt and torsion were identified from cross-sectional images of optical coherence tomography. The degree of horizontal, vertical, and maximum ONH tilt and torsion was compared between NTG and POAG eyes, and additional comparisons were based on the presence of myopia and the location of the visual field defect. Logistic regression analysis was used to determine the factors related to the degree of ONH torsion. Vertical (P = 0.610) and horizontal tilt degree (P = 0.746) did not differ between NTG and POAG eyes. However, torsion degree (P = 0.022) differed significantly between NTG and POAG eyes. Direction of vertical tilt (P = 0.040) and torsion (P < 0.001) showed more prevalent superior tilt and torsion in NTG eyes (21.8% and 33.3%, respectively) compared to POAG eyes (10.3% and 10.3%, respectively). Myopic NTG eyes showed greater torsion degree (P = 0.014) than nonmyopic NTG eyes, which was not observed in the comparison between myopic and nonmyopic POAG eyes. Only NTG eyes showed a significant difference in the degree of maximum tilt (P < 0.001) and torsion (P < 0.001) and the direction of vertical tilt (P < 0.001) and torsion (P = 0.010) by the location of visual field defect. Longer axial length, maximum tilt degree, and diagnosis of NTG were the factors related to the degree of ONH torsion.

Question: Is torsion of the optic nerve head a prominent feature of normal-tension glaucoma?

Provide a concise medical answer:
",0
"Context: The aims of this study were to determine the effect of failed prior endovascular treatment (EV) on early and midterm outcomes of subsequent lower extremity open surgical (OS) bypass. Patients undergoing infrainguinal bypass for critical limb ischemia (CLI) from January 2008 to December 2011 were retrospectively reviewed. The results after first-line bypass and bypass after failure of EV treatment were compared. A total of 213 patients (65.25% men; average age, 73.30 years) underwent bypass. OS patients were then divided into 2 groups: group 1 consisted of 138 patients who underwent primary OS for CLI without prior EV (control group) and group 2 consisted of 75 patients who had OS after a failed attempt at elective EV for peripheral vascular disease. Of the 213 bypass performed, 34% had a prior infrainguinal failed EV. The primary study end points were early and 1-year major amputations and graft occlusion. The secondary outcomes included early and 1-year mortality and the level of distal revascularization. Secondary patency and limb salvage rates were significantly better in group 1 up to 1 year (99% vs. 86%; P < 0.001 at 1 month and 95% vs. 76%, P < 0.05 at 12 months, respectively).

Question: Is endo first appropriate in some patients with critical limb ischemia because `` bridges are burned ''?

Provide a concise medical answer:
",1
"Context: Guillotine below-knee amputation (BKA) for wet gangrene is an unfortunate complication of poorly controlled diabetes. We examined risk factors associated with wound complications after amputation formalization in this patient population. Retrospective data over a 4-year period were collected for patients undergoing guillotine BKA for wet gangrene followed by staged formalization. Patients with abnormal distal pulses underwent evaluation before formalization to stratify for peripheral arterial disease (PAD). Those patients with palpable pulses and no known PAD went to formalization without further investigation. Poor operative candidates underwent delayed formalization to allow for preoperative optimization. Patient history, interval between surgeries, pathology, and preformalization laboratories were tested for significance. Primary outcome was postformalization wound complication. Fifty-six amputations in 55 patients met inclusion criteria. Wound complications after formalization occurred in 18 cases, all BKAs (32%). A history of PAD was present in 19 patients (34.5%). On pathology, 23 patients (41%) had small-vessel atherosclerosis or arteriosclerosis. There was no association between wound complications and history of PAD (P = 0.4), preformalization albumin (P = 0.09), glucose (P = 0.9), white blood cell count (P = 0.4), or delayed versus expedited formalization (P = 0.8). Only the presence of microvascular disease on formal pathology was predictive of wound complications (P = 0.03). There was no association between microvascular disease on pathology and a history of PAD (P = 0.07).

Question: Is unrecognized arteriosclerosis associated with wound complications after below-knee amputation?

Provide a concise medical answer:
",1
"Context: Remote renal ischemia-reperfusion injury (IRI) following infra-renal aortic occlusion leads to acute kidney injury and systemic inflammation. Hydrogen sulfide is a mediator of IRI and can ameliorate tissue injury in many organ systems. Its role in vascular surgery has yet to be established. We assessed the role of hydrogen sulfide in a rodent model of aortic occlusion. Wistar rats were divided into sham, control, and treatment groups (n = 6). Inflammation was assessed using a nonrecovery protocol. The infra-renal aorta was cross-clamped for 60 min and animals were reperfused for 120 min. Ten minutes before clamp release, treatment animals received hydrogen sulfide (10, 30, or 50 μg/kg) and control animals received 0.9% saline injected into the retroperitoneum. Renal injury and histology were assessed by a recovery protocol. The procedure was identical to the nonrecovery arm but with a single dose of hydrogen sulfide (30 μg/kg) and animals were recovered for 7 days. There was no difference in animal weight between the groups (P = 0.337). In the nonrecovery arm, there was a reduction in serum levels of tumor necrosis factor alpha in sulfide-treated animals compared with controls (909 ± 98 vs. 607 ± 159 pg/mL; P = 0.0038). There was also a reduction in myeloperoxidase-positive cells in renal tissue in the sulfide-treated animals compared with controls (8 ± 4 vs. 17 ± 9; P = 0.03). There was no difference in histological injury score or endothelin-1 levels. In the recovery arm, there was no difference in renal function, Kidney Injury Molecule-1 levels, or histological injury scores.

Question: Does hydrogen sulfide reduce inflammation following abdominal aortic occlusion in rats?

Provide a concise medical answer:
",1
"Context: Gene flow from crops to their wild relatives has the potential to alter population growth rates and demography of hybrid populations, especially when a new crop has been genetically modified (GM). This study introduces a comprehensive approach to assess this potential for altered population fitness, and uses a combination of demographic data in two habitat types and mathematical (matrix) models that include crop rotations and outcrossing between parental species. Full life-cycle demographic rates, including seed bank survival, of non-GM Brassica rapa × B. napus F1 hybrids and their parent species were estimated from experiments in both agricultural and semi-natural habitats. Altered fitness potential was modelled using periodic matrices including crop rotations and outcrossing between parent species. The demographic vital rates (i.e. for major stage transitions) of the hybrid population were intermediate between or lower than both parental species. The population growth rate (λ) of hybrids indicated decreases in both habitat types, and in a semi-natural habitat hybrids became extinct at two sites. Elasticity analyses indicated that seed bank survival was the greatest contributor to λ. In agricultural habitats, hybrid populations were projected to decline, but with persistence times up to 20 years. The seed bank survival rate was the main driver determining persistence. It was found that λ of the hybrids was largely determined by parental seed bank survival and subsequent replenishment of the hybrid population through outcrossing of B. rapa with B. napus.

Question: Do seed bank dynamics govern persistence of Brassica hybrids in crop and natural habitats?

Provide a concise medical answer:
",1
